Adress,Område,Region,Datum,Slutpris,Begärt pris,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Balkong,Våning,Elevator,Byggår,Avgift/månad,Driftskostnad
"Åkerbladsgatan 8, 2tr",Hammarbyhöjden,Stockholms kommun,2022-08-29,3050000,2795000,Lägenhet,Bostadsrätt,2 ,43 ,True,2,False,1936,3163,4200
Svalövsvägen 12,Björkhagen,Stockholms kommun,2022-08-26,3040000,2800000,Lägenhet,Bostadsrätt,2 ,58 ,True,1 av 3,False,1949,2649,7536
Holmögaddsvägen 22,Kärrtorp,Stockholms kommun,2022-08-26,3200000,2450000,Lägenhet,Bostadsrätt,2 ,"58,9 ",True,2 av 4,True,1997,3885,5160
Per Lindeströms väg 105,Hammarbyhöjden,Stockholms kommun,2022-08-25,3000000,2750000,Lägenhet,Bostadsrätt,2 ,41 ,True,2 av 3,False,1944,3092,7500
"Garagevägen 26, 2 tr",Blåsut,Stockholms kommun,2022-08-24,4255000,3995000,Lägenhet,Bostadsrätt,2 ,"60,5 ",True,2 av 6,True,2019,3117,4944
Fyrskeppsvägen 134,Kärrtorp,Stockholms kommun,2022-08-22,2900000,2695000,Lägenhet,Bostadsrätt,2 ,56 ,True,3 av 3,False,1949,3975,5490
"Pilotgatan 20, 3tr",Skarpnäck,Stockholms kommun,2022-08-22,2625000,2650000,Lägenhet,Bostadsrätt,2 ,"61,5 ",True,3 av 4,True,1984,3726,7968
Garagevägen 26,Blåsut,Stockholms kommun,2022-08-22,3100000,2995000,Lägenhet,Bostadsrätt,2 ,41 ,True,3 av 6,True,2019,2241,4800
Svartågatan 61,Bagarmossen,Stockholms kommun,2022-08-20,2425000,2195000,Lägenhet,Bostadsrätt,2 ,54 ,True,3 av 3,False,1954,3870,3487
"Forsskålsgatan 10, 1,5 tr",Johanneshov,Stockholms kommun,2022-08-20,2565000,2350000,Lägenhet,Bostadsrätt,2 ,33 ,True,1,False,1942,2250,4800
"Mariestadsvägen 12, 2tr",Hammarbyhöjden,Stockholms kommun,2022-08-19,2825000,2650000,Lägenhet,Bostadsrätt,2 ,"40,5 ",True,2 av 3,False,1942,3202,5500
Luftskeppsgatan 4,Skarpnäck,Stockholms kommun,2022-08-11,2525000,2150000,Lägenhet,Bostadsrätt,2 ,62 ,True,2 av 3,True,1989,4164,4300
Kolbäcksgränd 26,Bagarmossen,Stockholms kommun,2022-08-11,2520000,2100000,Lägenhet,Bostadsrätt,2 ,58 ,True,2 av 3,False,1954,3952,5760
Sofielundsvägen 15,Blåsut,Stockholms kommun,2022-08-10,4300000,3995000,Lägenhet,Bostadsrätt,2 ,65 ,True,3 av 5,True,2013,3821,5400
Garagevägen 21,Blåsut,Stockholms kommun,2022-08-10,3300000,,Lägenhet,Bostadsrätt,2 ,48 ,True,2 av 5,True,2015,3359,4668
Finn Malmgrens väg 58,Hammarbyhöjden,Stockholms kommun,2022-08-08,2950000,2475000,Lägenhet,Bostadsrätt,2 ,41 ,True,2 av 3,False,1939,2847,5900
Båstadsvägen 21,Björkhagen / Hammarbyhöjden,Stockholms kommun,2022-07-30,3150000,2995000,Lägenhet,Bostadsrätt,2 ,48 ,True,1 av 4,True,2006,    for index, keys in enumerate(property_key_details):

                if (keys == "Begärt pris"):
                    listings[keys] = "".join(property_value_details[index].strip('kr').split())

                elif (keys == "Bostadstyp"):
                    listings[keys] = property_value_details[index]

                elif(keys == "Upplåtelseform"):
                    listings[keys] = property_value_details[index]
                    
                elif(keys == "Antal rum"):
                    listings[keys] = property_value_details[index].strip('rum')

                elif(keys == "Boarea"):
                    listings[keys] = property_value_details[index].strip('m²')

                elif(keys == "Balkong"):
                    balle = property_value_details[index]
                    if(balle == "Ja"):
                        listings[keys] = True
                    else:
                        listings[keys] = False

                elif(keys == "Våning"):
                    listings[keys] = property_value_details[index].split(',')[0]
                    hiss = property_value_details[index].split(',')[-1].strip()
                    if (hiss == "hiss finns"):
                        listings["Elevator"] = True 
                    else:
                        listings["Elevator"] = False 
                        
                elif(keys == "Byggår"):
                    listings[keys] = property_value_details[index]

                elif(keys == "Avgift/månad"):
                    listings[keys] = "".join(property_value_details[index].strip('kr/mån').split())

                elif(keys == "Driftskostnad"):
                    listings[keys] = "".join(property_value_details[index].strip('kr/år').split())

            self.listings.append(dict(listings))3503,3960
Glidflyktsgatan 2,Skarpnäck,Stockholms kommun,2022-07-22,1775000,1995000,Lägenhet,Bostadsrätt,2 ,"61,5 ",True,2 av 3,True,1985,4319,4200
Alingsåsvägen 56,Hammarbyhöjden,Stockholms kommun,2022-07-22,3900000,4000000,Lägenhet,Bostadsrätt,2 ,54 ,True,2 av 3,False,1944,3442,5064
"Thunbergsgatan 6, högst upp i huset!",Hammarbyhöjden,Stockholms kommun,2022-07-20,3100000,2795000,Lägenhet,Bostadsrätt,2 ,45 ,True,3 av 3,False,1939,3210,2160
"Simrishamnsvägen 19, 3 tr",Björkhagen,Stockholms kommun,2022-07-07,3550000,3350000,Lägenhet,Bostadsrätt,2 ,54 ,True,3,True,1946,2822,6588
Garagevägen 32,Blåsut,Stockholms kommun,2022-07-01,3650000,3500000,Lägenhet,Bostadsrätt,2 ,"45,5 ",True,5 av 6,True,2019,2601,7400
Hässleholmsvägen 7,Björkhagen,Stockholms kommun,2022-06-21,3350000,2995000,Lägenhet,Bostadsrätt,2 ,52 ,True,1,True,1947,3128,8772
"Pilvingegatan 42, 5tr",Skarpnäck,Stockholms kommun,2022-06-20,2300000,2300000,Lägenhet,Bostadsrätt,2 ,56 ,True,5 av 5,True,1986,3479,5700
Hållövägen 17,Blåsut,Stockholms kommun,2022-06-16,3150000,2995000,Lägenhet,Bostadsrätt,2 ,42 ,True,3 av 6,True,2013,2240,4200
Vingavägen 8,Blåsut,Stockholms kommun,2022-06-16,3200000,2895000,Lägenhet,Bostadsrätt,2 ,46 ,True,3 av 5,True,2012,2835,9960
Simrishamnsvägen 19,Björkhagen,Stockholms kommun,2022-06-16,3150000,2950000,Lägenhet,Bostadsrätt,2 ,52 ,True,1 av 6,True,1948,2758,4471
Drakflygargatan 6,Skarpnäck,Stockholms kommun,2022-06-10,2400000,2195000,Lägenhet,Bostadsrätt,2 ,59 ,True,2 av 3,True,1986,3464,6000
"Bergsrådsvägen 40, 1tr",Bagarmossen,Stockholms kommun,2022-06-09,3340000,2700000,Lägenhet,Bostadsrätt,2 ,54 ,True,1 av 3,False,1953,3614,6600
Palandergatan 19,Hammarbyhöjden,Stockholms kommun,2022-06-09,2750000,2395000,Lägenhet,Bostadsrätt,2 ,45 ,False,1 av 3,False,1938,3095,5850
Forsskålsgatan 14 1tr,Hammarbyhöjden,Stockholms kommun,2022-06-04,2960000,2750000,Lägenhet,Bostadsrätt,2 ,41 ,True,1 av 3,False,1942,3410,3000
Svalövsvägen 10,Björkhagen,Stockholms kommun,2022-06-03,3700000,3495000,Lägenhet,Bostadsrätt,2 ,58 ,True,2 av 3,False,1949,2649,5400
Båstadsvägen 2,Björkhagen,Stockholms kommun,2022-06-02,4400000,3350000,Lägenhet,Bostadsrätt,2 ,56 ,True,2 av 3,False,1949,3229,6480
Malmövägen 30,Hammarbyhöjden,Stockholms kommun,2022-06-01,4200000,3495000,Lägenhet,Bostadsrätt,2 ,51 ,True,1 av 3,False,1946,3482,3500
"Finn Malmgrens väg 52, 2 tr",Hammarbyhöjden,Stockholms kommun,2022-06-01,3320000,2595000,Lägenhet,Bostadsrätt,2 ,45 ,True,2 av 3,False,1939,3235,4764
Kalmgatan 19,Hammarbyhöjden,Stockholms kommun,2022-06-01,2650000,2350000,Lägenhet,Bostadsrätt,2 ,38 ,False,3 av 3,False,1942,2100,6800
"Ronnebyvägen 28, 3tr",Björkhagen,Stockholms kommun,2022-05-31,4200000,3650000,Lägenhet,Bostadsrätt,2 ,57 ,True,3 av 3,False,1948,3446,10332
Fyrskeppsvägen 36,Kärrtorp,Stockholms kommun,2022-05-30,3600000,2950000,Lägenhet,Bostadsrätt,2 ,62 ,True,2 av 3,False,1949,3875,9276
Vinggatan 14,Skarpnäck,Stockholms kommun,2022-05-26,2550000,2275000,Lägenhet,Bostadsrätt,2 ,"63,5 ",True,2 av 6,True,1986,4009,3600
Understensvägen 107,Björkhagen,Stockholms kommun,2022-05-25,6250000,4495000,Lägenhet,Bostadsrätt,2 ,"58,5 ",False,,,1995,3894,12672
Lidköpingsvägen 49,Hammarbyhöjden,Stockholms kommun,2022-05-24,3500000,2995000,Lägenhet,Bostadsrätt,2 ,48 ,True,1 av 3,False,1942,3719,6600
Finngrundsvägen 5,Hammarbyhöjden,Stockholms kommun,2022-05-24,4450000,3995000,Lägenhet,Bostadsrätt,2 ,"60,5 ",True,2 av 6,True,2019,3078,4680
"Svartågatan 61, 1tr",Bagarmossen,Stockholms kommun,2022-05-20,2920000,2600000,Lägenhet,Bostadsrätt,2 ,54 ,True,1 av 3,False,1954,3871,7800
Svartågatan 49,Bagarmossen,Stockholms kommun,2022-05-19,2725000,2495000,Lägenhet,Bostadsrätt,2 ,55 ,True,3 av 3,False,1954,3902,5300
Fallskärmsgatan 1,Skarpnäcks Gård,Stockholms kommun,2022-05-19,2300000,1995000,Lägenhet,Bostadsrätt,2 ,"64,7 ",True,3 av 3,True,1983,4194,6720
"Olaus Magnus väg 44, 2 tr",Hammarbyhöjden,Stockholms kommun,2022-05-17,2700000,2450000,Lägenhet,Bostadsrätt,2 ,39 ,True,2 av 3,False,1939,3142,12024
Svalövsvägen 4,Björkhagen,Stockholms kommun,2022-05-13,3630000,2950000,Lägenhet,Bostadsrätt,2 ,58 ,True,1 av 3,False,1949,2849,6864
"Palandergatan 23, Vån 3 av 3",Johanneshov,Stockholms kommun,2022-05-13,3210000,2495000,Lägenhet,Bostadsrätt,2 ,40 ,True,3 av 3,False,1939,2741,9451
"Tidaholmsvägen 36, 1 tr",Hammarbyhöjden - Johanneshov,Stockholms kommun,2022-05-12,2800000,2250000,Lägenhet,Bostadsrätt,2 ,40 ,False,1 av 3,False,1939,2991,5640
Kärrtorpsvägen 93B,Kärrtorp,Stockholms kommun,2022-05-10,3000000,2795000,Lägenhet,Bostadsrätt,2 ,54 ,False,,,1950,3460,8448
"Nathorstvägen 52, vån 3 av 3",Johanneshov,Stockholms kommun,2022-05-05,3450000,2995000,Lägenhet,Bostadsrätt,2 ,45 ,True,3 av 3,False,1938,2915,4000
"Palandergatan 7, 3 tr",Gullmarsplan / Johanneshov,Stockholms kommun,2022-05-04,3000000,2695000,Lägenhet,Bostadsrätt,2 ,38 ,True,3 av 3,False,1938,3326,4000
Finngrundsvägen 3,Blåsut,Stockholms kommun,2022-05-03,3480000,2995000,Lägenhet,Bostadsrätt,2 ,41 ,True,4 av 6,True,2019,2241,4800
Finngrundsvägen 5,Blåsut/Enskededalen,Stockholms kommun,2022-04-28,4625000,3995000,Lägenhet,Bostadsrätt,2 ,"60,5 ",True,3 av 6,True,2019,3117,8784
"Per Lindeströms väg 121, 3tr",Hammarbyhöjden,Stockholms kommun,2022-04-28,4320000,3450000,Lägenhet,Bostadsrätt,2 ,55 ,True,3 av 3,False,1939,3560,8844
Pilotgatan 23,Skarpnäck,Stockholms kommun,2022-04-28,2750000,2275000,Lägenhet,Bostadsrätt,2 ,"61,5 ",True,3 av 4,True,1984,3654,4500
Olaus magnus väg 20,Hammarbyhöjden,Stockholms kommun,2022-04-27,2960000,2650000,Lägenhet,Bostadsrätt,2 ,41 ,True,2 av 3,False,1938,2889,4800
Nathorstvägen 15,Gullmarsplan / Johanneshov,Stockholms kommun,2022-04-26,3025000,2495000,Lägenhet,Bostadsrätt,2 ,40 ,True,0,False,1938,2347,4200
Ronnebyvägen 32,Björkhagen,Stockholms kommun,2022-04-23,3300000,2750000,Lägenhet,Bostadsrätt,2 ,41 ,True,3 av 3,False,1947,2479,7300
Vikstensvägen 1,Kärrtorp,Stockholms kommun,2022-04-22,2970000,2495000,Lägenhet,Bostadsrätt,2 ,58 ,True,1 av 3,False,1949,3894,7000
Finn Malmgrens väg 3C,Hammarbyhöjden,Stockholms kommun,2022-04-22,3450000,2795000,Lägenhet,Bostadsrätt,2 ,68 ,True,4 av 4,True,1992,5763,4896
"Bergsrådsvägen 46, 3tr",Bagarmossen,Stockholms kommun,2022-04-22,3600000,2550000,Lägenhet,Bostadsrätt,2 ,54 ,True,3 av 3,False,1953,3614,6600
Pilvingegatan 57,Skarpnäck,Stockholms kommun,2022-04-20,2710000,1895000,Lägenhet,Bostadsrätt,2 ,"44,5 ",False,,,2007,4011,7200
Simrishamnsvägen 21,Björkhagen,Stockholms kommun,2022-04-19,3950000,3950000,Lägenhet,Bostadsrätt,2 ,52 ,True,1 av 6,True,1948,2758,5300
"Hasselquistvägen 25, 3tr",Hammarbyhöjden,Stockholms kommun,2022-04-14,3330000,2700000,Lägenhet,Bostadsrätt,2 ,40 ,True,3 av 3,False,1939,2900,8040
"Wahlbergsgatan 10, 2 tr",Hammarbyhöjden,Stockholms kommun,2022-04-13,3000000,2500000,Lägenhet,Bostadsrätt,2 ,41 ,True,2 av 3,False,1937,2476,5796
Vinggatan 10,Skarpnäck,Stockholms kommun,2022-04-08,2550000,2150000,Lägenhet,Bostadsrätt,2 ,"63,5 ",True,1 av 3,True,1986,4006,4560
Nathorstvägen 1,Hammarbyhöjden,Stockholms kommun,2022-04-08,3330000,2995000,Lägenhet,Bostadsrätt,2 ,46 ,True,2 av 3,False,1939,3174,5400
Lidköpingsvägen 24,Hammarbyhöjden,Stockholms kommun,2022-04-06,3660000,2995000,Lägenhet,Bostadsrätt,2 ,48 ,True,2 av 3,False,1942,2689,6500
"Pilottorget 5, 2tr",Skarpnäck,Stockholms kommun,2022-04-06,2400000,2250000,Lägenhet,Bostadsrätt,2 ,"61,5 ",True,2 av 2,True,1983,3795,6000
Fyrvaktarkroken 64,Blåsut/Enskede/Globen,Stockholms kommun,2022-04-06,3250000,2995000,Lägenhet,Bostadsrätt,2 ,40 ,True,4 av 6,True,2009,2413,6550
"Lidköpingsvägen 60, 2 tr",Hammarbyhöjden,Stockholms kommun,2022-04-06,3925000,3495000,Lägenhet,Bostadsrätt,2 ,58 ,True,2 av 3,False,1944,2979,4650
Bergsrådsvägen 32,Bagarmossen,Stockholms kommun,2022-04-06,2205000,1995000,Lägenhet,Bostadsrätt,2 ,32 ,,0 av 3,False,1954,2332,3600
Svalövsvägen 10,Björkhagen,Stockholms kommun,2022-04-01,4250000,3450000,Lägenhet,Bostadsrätt,2 ,58 ,True,3 av 3,False,1949,2649,6744
Thunbergsgatan 18,Hammarbyhöjden,Stockholms kommun,2022-03-31,3200000,2495000,Lägenhet,Bostadsrätt,2 ,42 ,True,3 av 3,False,1938,3763,7247
Finn Malmgrens väg 53,Hammarbyhöjden,Stockholms kommun,2022-03-30,2810000,2250000,Lägenhet,Bostadsrätt,2 ,"37,5 ",False,1 av 3,False,1943,2892,6780
Finn malmgrens väg 102,Hammarbyhöjden,Stockholms kommun,2022-03-29,3370000,2500000,Lägenhet,Bostadsrätt,2 ,41 ,True,3 av 3,False,1943,2419,6000
"Horisontvägen 97, 3tr",Skarpnäck,Stockholms kommun,2022-03-28,2515000,2150000,Lägenhet,Bostadsrätt,2 ,65 ,True,3 av 4,True,1989,4452,5520
Fyrvaktarkroken 26,Blåsut,Stockholms kommun,2022-03-26,3200000,2895000,Lägenhet,Bostadsrätt,2 ,"39,5 ",True,5 av 6,True,2008,2738,4200
Hasselquistvägen 37,Hammarbyhöjden,Stockholms kommun,2022-03-24,3125000,2695000,Lägenhet,Bostadsrätt,2 ,42 ,True,3 av 3,False,1939,2642,5400
Simrishamnsvägen 21,Björkhagen,Stockholms kommun,2022-03-23,3870000,2995000,Lägenhet,Bostadsrätt,2 ,52 ,True,2 av 6,True,1948,2758,2431
Fyrskeppsvägen 116,Kärrtorp/Johanneshov,Stockholms kommun,2022-03-23,3000000,2675000,Lägenhet,Bostadsrätt,2 ,55 ,True,1 av 3,False,1949,3905,6948
Varmfrontsgatan 18,Skarpnäck,Stockholms kommun,2022-03-23,2650000,2275000,Lägenhet,Bostadsrätt,2 ,65 ,True,1 av 3,True,1984,4436,4000
Per lindeströms väg 117,Hammarbyhöjden,Stockholms kommun,2022-03-18,4000000,2995000,Lägenhet,Bostadsrätt,2 ,57 ,True,2 av 3,False,1944,3469,4320
Uppvindsgatan 8,Skarpnäck,Stockholms kommun,2022-03-18,2575000,2395000,Lägenhet,Bostadsrätt,2 ,57 ,True,1 av 4,True,1985,4223,3900
Vinggatan 12,Skarpnäck,Stockholms kommun,2022-03-17,2730000,2175000,Lägenhet,Bostadsrätt,2 ,"63,5 ",True,3 av 3,True,1986,4014,4560
Hjovägen 1,Hammarbyhöjden,Stockholms kommun,2022-03-12,3390000,2500000,Lägenhet,Bostadsrätt,2 ,41 ,True,3 av 3,False,1943,2419,2196
Tätorpsvägen 11,Skarpnäck,Stockholms kommun,2022-03-10,2860000,2495000,Lägenhet,Bostadsrätt,2 ,44 ,,0 av 4,True,1990,2983,5400
Per lindeströms väg 121,Hammarbyhöjden,Stockholms kommun,2022-03-10,2850000,2495000,Lägenhet,Bostadsrätt,2 ,37 ,False,,,1939,1875,3960
"Pilotgatan 30, 1tr",Skarpnäcks Gård,Stockholms kommun,2022-03-09,2560000,2095000,Lägenhet,Bostadsrätt,2 ,57 ,True,1,True,1983,3784,
"Björnståhlsgatan 2, 3 tr",Hammarbyhöjden,Stockholms kommun,2022-03-09,3800000,3800000,Lägenhet,Bostadsrätt,2 ,51 ,True,3 av 3,False,1939,3186,6600
Alingsåsvägen 56,Hammarbyhöjden,Stockholms kommun,2022-03-07,4200000,3450000,Lägenhet,Bostadsrätt,2 ,54 ,True,2 av 3,False,1944,3442,9468
Hållövägen 7,Blåsut,Stockholms kommun,2022-03-04,4350000,4350000,Lägenhet,Bostadsrätt,2 ,"60,5 ",True,2 av 6,True,2019,3289,7440
Olaus Magnus Väg 48,Hammarbyhöjden,Stockholms kommun,2022-03-03,2825000,2295000,Lägenhet,Bostadsrätt,2 ,39 ,True,2 av 3,False,1940,3141,9159
Hasselquistvägen 33,Hammarbyhöjden,Stockholms kommun,2022-03-02,3340000,2795000,Lägenhet,Bostadsrätt,2 ,42 ,True,2 av 3,False,1939,3012,4000
"Fyrvaktarkroken 22, 4 tr",Blåsut,Stockholms kommun,2022-03-01,3300000,2995000,Lägenhet,Bostadsrätt,2 ,"39,5 ",True,4 av 5,True,2008,2738,3600
Pilvingegatan 71,Skarpnäck,Stockholms kommun,2022-02-26,2700000,2200000,Lägenhet,Bostadsrätt,2 ,"44,5 ",True,,,2005,4011,4000
Tidaholmsvägen 31,Hammarbyhöjden,Stockholms kommun,2022-02-26,3400000,2475000,Lägenhet,Bostadsrätt,2 ,42 ,True,2 av 3,False,1939,2950,5200
"Söderarmsvägen 11, 3 tr",Kärrtorp,Stockholms kommun,2022-02-25,3800000,3095000,Lägenhet,Bostadsrätt,2 ,59 ,True,3 av 3,False,1949,3086,7200
Voxnegränd 22,Kärrtorp/Bagarmossen,Stockholms kommun,2022-02-25,2875000,2350000,Lägenhet,Bostadsrätt,2 ,43 ,True,1 av 3,False,1953,3369,4500
Kärrtorpsvägen 26D,Kärrtorp,Stockholms kommun,2022-02-25,3360000,2750000,Lägenhet,Bostadsrätt,2 ,55 ,True,4 av 6,True,2019,3402,5700
Söderarmsvägen 25,Kärrtorp,Stockholms kommun,2022-02-24,3030000,2795000,Lägenhet,Bostadsrätt,2 ,46 ,True,1 av 5,True,2008,3451,9598
"Vänersborgsvägen 15, 3 tr",Hammarbyhöjden,Stockholms kommun,2022-02-24,3650000,2995000,Lägenhet,Bostadsrätt,2 ,50 ,True,3 av 3,False,1943,2948,6600
Paternostervägen 80B,Hammarbyhöjden,Stockholms kommun,2022-02-23,3460000,2650000,Lägenhet,Bostadsrätt,2 ,60 ,False,,,1950,3928,5400
Fyrskeppsvägen 116,Kärrtorp,Stockholms kommun,2022-02-17,3150000,2675000,Lägenhet,Bostadsrätt,2 ,55 ,True,3 av 3,False,1949,3905,4200
Sofielundsvägen 37,Blåsut/Johanneshov,Stockholms kommun,2022-02-17,4580000,3850000,Lägenhet,Bostadsrätt,2 ,"60,5 ",True,2 av 5,True,2019,3265,5500
Palandergatan 29,Skärmarbrink,Stockholms kommun,2022-02-16,2910000,2395000,Lägenhet,Bostadsrätt,2 ,38 ,True,3 av 3,False,1938,2929,3600
Paternostervägen 28,Hammarbyhöjden,Stockholms kommun,2022-02-16,3400000,2650000,Lägenhet,Bostadsrätt,2 ,41 ,True,1 av 3,False,1952,1995,7200
"Bergsrådsvägen 46, 3tr",Bagarmossen,Stockholms kommun,2022-02-16,3430000,2550000,Lägenhet,Bostadsrätt,2 ,54 ,True,3 av 3,False,1953,3614,6600
Lidköpingsvägen 32,Hammarbyhöjden,Stockholms kommun,2022-02-15,3450000,2995000,Lägenhet,Bostadsrätt,2 ,48 ,True,2 av 3,False,1942,3048,4200
Nathorstvägen 38,Hammarbyhöjden/Skärmarbrink,Stockholms kommun,2022-02-14,3150000,2475000,Lägenhet,Bostadsrätt,2 ,41 ,True,4 av 6,True,1995,3466,5100
Hållövägen 17,Blåsut/Enskede,Stockholms kommun,2022-02-13,3400000,,Lägenhet,Bostadsrätt,2 ,42 ,False,1 av 6,True,2014,2240,6144
"Rusthållarvägen 69, 2tr",Bagarmossen,Stockholms kommun,2022-02-11,3250000,2795000,Lägenhet,Bostadsrätt,2 ,55 ,True,2 av 3,False,1953,3072,5700
"Lidköpingsvägen 49, 3 tr",Hammarbyhöjden,Stockholms kommun,2022-02-10,4160000,3195000,Lägenhet,Bostadsrätt,2 ,49 ,True,3 av 3,False,1942,3737,4356
"Pilvingegatan 48, 5 tr",Skarpnäck,Stockholms kommun,2022-02-10,2660000,2195000,Lägenhet,Bostadsrätt,2 ,56 ,True,5 av 5,True,1986,3479,5976
Garagevägen 21,Blåsut,Stockholms kommun,2022-02-09,3285000,2995000,Lägenhet,Bostadsrätt,2 ,48 ,True,3 av 6,True,2014,3139,5400
Fyrskeppsvägen 36,Kärrtorp,Stockholms kommun,2022-02-09,3520000,2695000,Lägenhet,Bostadsrätt,2 ,62 ,True,1 av 3,False,1950,3875,7320
Vingavägen 7,Blåsut,Stockholms kommun,2022-02-08,4630000,3895000,Lägenhet,Bostadsrätt,2 ,64 ,True,5 av 6,True,2014,3413,6000
"Garagevägen 26, 2tr",Blåsut,Stockholms kommun,2022-02-07,3290000,2995000,Lägenhet,Bostadsrätt,2 ,41 ,True,2 av 6,True,2019,2241,6864
Mariestadsvägen 12,Hammarbyhöjden,Stockholms kommun,2022-02-05,2900000,2395000,Lägenhet,Bostadsrätt,2 ,"40,5 ",True,2 av 3,False,1942,3188,1800
Johan Printz väg 12,Hammarbyhöjden,Stockholms kommun,2022-02-04,2900000,2395000,Lägenhet,Bostadsrätt,2 ,37 ,True,2 av 3,False,1938,2136,4200
"Garagevägen 24, 2tr",Johanneshov / Blåsut,Stockholms kommun,2022-02-03,3300000,3400000,Lägenhet,Bostadsrätt,2 ,41 ,True,2 av 6,True,2019,2241,5340
Fyrvaktarkroken 40,Hammarbyhöjden,Stockholms kommun,2022-02-01,3300000,3300000,Lägenhet,Bostadsrätt,2 ,"43,5 ",True,5 av 6,True,2009,2634,4200
Thunbergsgatan 16,Hammarbyhöjden,Stockholms kommun,2022-02-01,3200000,2495000,Lägenhet,Bostadsrätt,2 ,41 ,True,3 av 3,False,1942,3673,5100
Per Lindeströms väg 86,Hammarbyhöjden,Stockholms kommun,2022-01-27,2780000,2395000,Lägenhet,Bostadsrätt,2 ,42 ,False,1 av 3,False,1939,3298,9900
"Kolbäcksgränd 9, 2 tr",Bagarmossen,Stockholms kommun,2022-01-27,3000000,2650000,Lägenhet,Bostadsrätt,2 ,57 ,True,2 av 3,False,1954,3836,3700
Söderarmsvägen 16,Kärrtorp,Stockholms kommun,2022-01-26,3150000,2795000,Lägenhet,Bostadsrätt,2 ,57 ,True,1 av 3,False,1949,3456,4000
"Pilotgatan 40, 2tr",Skarpnäck,Stockholms kommun,2022-01-26,2500000,2095000,Lägenhet,Bostadsrätt,2 ,"59,5 ",True,2 av 4,True,1984,3805,4800
"Fyrskeppsvägen 78, 3 tr",Kärrtorp,Stockholms kommun,2022-01-26,3500000,2695000,Lägenhet,Bostadsrätt,2 ,61 ,True,3 av 3,False,1950,3875,4200
Wahlbergsgatan 7,Hammarbyhöjden,Stockholms kommun,2022-01-24,3400000,2795000,Lägenhet,Bostadsrätt,2 ,53 ,False,1 av 3,False,1937,3120,4200
Vingavägen 3,Blåsut/ Enskededalen,Stockholms kommun,2022-01-20,3550000,2795000,Lägenhet,Bostadsrätt,2 ,42 ,True,3 av 5,True,2013,2240,2400
Sofielundsvägen 37,Blåsut,Stockholms kommun,2022-01-20,3450000,2995000,Lägenhet,Bostadsrätt,2 ,41 ,True,5 av 5,True,2019,2395,3600
"Drakflygargatan 7, 1tr",Skarpnäck,Stockholms kommun,2022-01-19,2530000,2195000,Lägenhet,Bostadsrätt,2 ,"63,5 ",True,1 av 3,True,1986,4171,6971
"Palandergatan 7, 2 tr",Gullmarsplan / Johanneshov,Stockholms kommun,2022-01-19,3070000,2495000,Lägenhet,Bostadsrätt,2 ,38 ,True,2 av 3,False,1938,3326,4000
"Bergsrådsvägen 30, nb",Bagarmossen,Stockholms kommun,2022-01-18,2400000,2400000,Lägenhet,Bostadsrätt,2 ,33 ,False,,,1954,2390,4320
Bergsrådsvägen 22 lgh 1202,Bagarmossen,Stockholms kommun,2022-01-17,3000000,2400000,Lägenhet,Bostadsrätt,2 ,56 ,True,3 av 3,False,1954,3731,3480
Mariestadsvägen 1,Hammarbyhöjden,Stockholms kommun,2022-01-14,3700000,2850000,Lägenhet,Bostadsrätt,2 ,48 ,True,3 av 3,False,1942,3785,4200
"Pilotgatan 5E, 3tr",Skarpnäck,Stockholms kommun,2022-01-13,2350000,1975000,Lägenhet,Bostadsrätt,2 ,66 ,True,3 av 3,True,1985,4720,4200
Finn Malmgrens Väg 51,Hammarbyhöjden ,Stockholms kommun,2022-01-13,2700000,2295000,Lägenhet,Bostadsrätt,2 ,"37,5 ",False,2 av 3,False,1943,2744,2400
"Skanörvägen 5, 6 av 6tr",Björkhagen,Stockholms kommun,2022-01-13,4030000,2995000,Lägenhet,Bostadsrätt,2 ,54 ,True,6 av 6,True,1949,3491,5520
Vikstensvägen 1,Kärrtorp,Stockholms kommun,2022-01-11,2900000,2295000,Lägenhet,Bostadsrätt,2 ,58 ,True,1 av 3,False,1950,3784,3500
Svalövsvägen 4,Björkhagen,Stockholms kommun,2022-01-06,3900000,2950000,Lägenhet,Bostadsrätt,2 ,58 ,True,3 av 3,False,1949,2648,6096
Sofielundsvägen 15,Blåsut,Stockholms kommun,2022-01-05,3800000,3495000,Lägenhet,Bostadsrätt,2 ,57 ,True,2 av 5,True,2013,3380,4800
Pilotgatan 5B,Skarpnäck,Stockholms kommun,2021-12-15,2250000,2250000,Lägenhet,Bostadsrätt,2 ,50 ,False,,,1985,3622,4200
Sofielundsvägen 37,Blåsut,Stockholms kommun,2021-12-11,3300000,2795000,Lägenhet,Bostadsrätt,2 ,41 ,True,3 av 5,True,2019,2348,4440
"Pilottorget 6, 8 tr",Skarpnäck,Stockholms kommun,2021-12-08,3200000,2495000,Lägenhet,Bostadsrätt,2 ,64 ,True,8 av 10,True,1988,4510,5364
"Läckövägen 33, 2tr",Hammarbyhöjden,Stockholms kommun,2021-12-08,3250000,2450000,Lägenhet,Bostadsrätt,2 ,41 ,True,2 av 3,False,1943,2381,7224
Ronnebyvägen 30,Björkhagen,Stockholms kommun,2021-12-02,3725000,3195000,Lägenhet,Bostadsrätt,2 ,57 ,True,2 av 3,False,1947,3446,2610
