Adress,Område,Region,Datum,Slutpris,Begärt pris,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Balkong,Våning,Elevator,Byggår,Avgift/månad,Driftskostnad 
"Närkesgatan 4, 4tr",Södermalm,Stockholms kommun,2020-09-13,6400000,5795000,Lägenhet,Bostadsrätt,2 ,58 ,True,4 av 4,True,1926,2315,6228
"Långholmsgatan 3, 3tr",Hornstull,Stockholms kommun,2020-09-11,4700000,4800000,Lägenhet,Bostadsrätt,2 ,54 ,,3 av 5,True,1913,2506,
"Nytorgsgatan 23A, 3 trappor",Södermalm,Stockholms kommun,2020-09-11,4050000,3495000,Lägenhet,Bostadsrätt,2 ,42 ,False,3 av 5,True,1931,1465,3620
"Folkungagatan 72A, 3 tr",Södermalm Katarina,Stockholms kommun,2020-09-11,4850000,4395000,Lägenhet,Bostadsrätt,2 ,51 ,True,3 av 3,False,1900,2792,4200
Hallandsgatan 50A,Södermalm,Stockholms kommun,2020-09-11,4560000,4095000,Lägenhet,Bostadsrätt,2 ,55 ,False,3 av 5,True,1926,3408,7570
Högalidsgatan 48B,Södermalm Högalid,Stockholms kommun,2020-09-10,5820000,5295000,Lägenhet,Bostadsrätt,2 ,60 ,True,3 av 5,True,1912,2756,
Östgötagatan 85,Södermalm - SoFo,Stockholms kommun,2020-09-10,4300000,4300000,Lägenhet,Bostadsrätt,2 ,56 ,False,1 av 5,True,1913,3172,6200
"Repslagargatan 18, 1 tr",Södermalm / Maria,Stockholms kommun,2020-09-10,3700000,3175000,Lägenhet,Bostadsrätt,2 ,45 ,False,,,1992,3361,5700
Tavastgatan 16,Maria,Stockholms kommun,2020-09-10,5400000,,Lägenhet,Bostadsrätt,2 ,47 ,True,,,1931,2316,4200
"Verkstadsgatan 11, 5 tr",Södermalm- Hornstull,Stockholms kommun,2020-09-10,5250000,4395000,Lägenhet,Bostadsrätt,2 ,"65,5 ",,,,1931,3416,6000
"Tjustgatan 3, 4 tr",Katarina,Stockholms kommun,2020-09-09,3950000,3495000,Lägenhet,Bostadsrätt,2 ,43 ,True,4 av 6,True,1936,2688,8369
Åsögatan 161,Nytorget,Stockholms kommun,2020-09-09,3870000,3495000,Lägenhet,Bostadsrätt,2 ,41 ,,3,True,1927,1167,
"Vindragarvägen 23, 3 tr",Södermalm Reimersholme,Stockholms kommun,2020-09-09,5410000,4695000,Lägenhet,Bostadsrätt,2 ,"56,5 ",True,2,False,1945,3276,10272
"Renstiernas gata 27, 4tr",Katarina/Sofia,Stockholms kommun,2020-09-09,4050000,3395000,Lägenhet,Bostadsrätt,2 ,41 ,True,4,True,1959,,
Bondegatan 1C,Södermalm,Stockholms kommun,2020-09-09,4010000,3675000,Lägenhet,Bostadsrätt,2 ,41 ,,,,1885,1764,9100
Bastugatan 45,Södermalm- Mariaberget,Stockholms kommun,2020-09-09,6700000,5990000,Lägenhet,Bostadsrätt,2 ,71 ,,,,1942,3396,7200
"Maria Bangata 2B, 5tr",Högalid,Stockholms kommun,2020-09-08,4660000,3995000,Lägenhet,Bostadsrätt,2 ,38 ,True,5,True,2018,2058,447
Blekingegatan 16,Södermalm,Stockholms kommun,2020-09-08,3800000,3250000,Lägenhet,Bostadsrätt,2 ,45 ,False,3 av 7,True,1971,2143,3360
Bondegatan 13,Södermalm - Sofo,Stockholms kommun,2020-09-08,3950000,3250000,Lägenhet,Bostadsrätt,2 ,39 ,False,2,True,1932,2366,7508
"Tavastgatan 22, 3 tr",Södermalm - Mariaberget,Stockholms kommun,2020-09-08,3800000,3250000,Lägenhet,Bostadsrätt,2 ,"38,5 ",False,3,True,1931,1757,5788
"Swedenborgsgatan 26, 1 tr",Södermalm Maria,Stockholms kommun,2020-09-08,4400000,3650000,Lägenhet,Bostadsrätt,2 ,61 ,True,1,True,1988,3334,3564
Folkskolegatan 6,Södermalm / Hornstull,Stockholms kommun,2020-09-08,4850000,4495000,Lägenhet,Bostadsrätt,2 ,61 ,False,0,True,1929,3771,4116
"Götgatan 81A, 4tr",Södermalm-Katarina,Stockholms kommun,2020-09-08,4650000,4250000,Lägenhet,Bostadsrätt,2 ,51 ,False,4 av 5,True,1910,2310,7560
"Brännerigatan 5, 3 tr",Södermalm - Nytorget,Stockholms kommun,2020-09-08,5200000,4395000,Lägenhet,Bostadsrätt,2 ,51 ,True,3 av 4,True,1926,2857,5256
"Ringvägen 83A, 1 tr, ög",Södermalm,Stockholms kommun,2020-09-08,3700000,3395000,Lägenhet,Bostadsrätt,2 ,44 ,False,1 av 4,True,1932,2956,4200
Folkungagatan 97,Katarina,Stockholms kommun,2020-09-07,5000000,4495000,Lägenhet,Bostadsrätt,2 ,52 ,,1 av 4,True,1898,2288,4800
"Ljustergränd 5, 6 tr.",Södermalm,Stockholms kommun,2020-09-07,6050000,5350000,Lägenhet,Bostadsrätt,2 ,69 ,True,6 av 7,True,1993,2839,5600
"Åsögatan 184, 3 tr",Sofia,Stockholms kommun,2020-09-06,6150000,5450000,Lägenhet,Bostadsrätt,2 ,"60,5 ",True,3 av 4,True,1912,3393,5248
"Nytorgsgatan 15, 4 tr",Katarina/Sofia,Stockholms kommun,2020-09-06,5700000,4850000,Lägenhet,Bostadsrätt,2 ,56 ,True,4 av 5,True,1938,3280,
"Brännkyrkagatan 36, 4 tr",Södermalm Maria,Stockholms kommun,2020-09-06,5350000,4895000,Lägenhet,Bostadsrätt,2 ,60 ,True,4 av 6,True,1983,2795,7200
"Eriksdalsgatan 26, 2 tr",Södermalm Katarina,Stockholms kommun,2020-09-05,3300000,2895000,Lägenhet,Bostadsrätt,2 ,"33,5 ",True,2 av 3,False,1937,2077,5100
"Heleneborgsgatan 20, 3tr",Hornstull,Stockholms kommun,2020-09-04,4100000,,Lägenhet,Bostadsrätt,2 ,36 ,True,3,True,1935,1978,7640
Gotlandsgatan 67,Södermalm/Katarina,Stockholms kommun,2020-09-04,5000000,4850000,Lägenhet,Bostadsrätt,2 ,64 ,False,4 av 5,True,1926,3042,6720
Hallandsgatan 30 - Vindsvåning,Södermalm,Stockholms kommun,2020-09-04,4800000,4495000,Lägenhet,Bostadsrätt,2 ,50 ,False,5 av 5,True,1929,2933,4000
Bjurholmsplan 23,Södermalm,Stockholms kommun,2020-09-04,4400000,3895000,Lägenhet,Bostadsrätt,2 ,46 ,,,,1929,3309,
"Högbergsgatan 62, 3tr",Mariatorget,Stockholms kommun,2020-09-04,5600000,4895000,Lägenhet,Bostadsrätt,2 ,51 ,True,,,,2304,5000
Tjurbergsgatan 32,Katarina,Stockholms kommun,2020-09-03,3625000,3495000,Lägenhet,Bostadsrätt,2 ,42 ,,0,True,1926,2039,6225
Brännkyrkagatan 46,Mariaberget,Stockholms kommun,2020-09-03,4160000,3750000,Lägenhet,Bostadsrätt,2 ,47 ,,4 av 4,True,1928,2900,
"Folkskolegatan 12, 3 tr",Södermalm - Hornstull,Stockholms kommun,2020-09-03,4500000,3975000,Lägenhet,Bostadsrätt,2 ,51 ,True,3 av 5,True,1929,4034,7080
"Beckbrännarbacken 1, 2 tr",Katarina/Sofia,Stockholms kommun,2020-09-03,3550000,3150000,Lägenhet,Bostadsrätt,2 ,40 ,False,3,True,1929,2221,
Lundagatan 39,Södermalm Högalid,Stockholms kommun,2020-09-03,5100000,4495000,Lägenhet,Bostadsrätt,2 ,58 ,False,5 av 5,True,1903,3618,4800
Tavastgatan 29b,Maria,Stockholms kommun,2020-09-03,5167500,,Lägenhet,Bostadsrätt,2 ,56 ,,,,,,
"Åsögatan 92, 5 tr",Södermalm - Katarina,Stockholms kommun,2020-09-03,3850000,3650000,Lägenhet,Bostadsrätt,2 ,42 ,True,,,1936,2314,7000
"Hornsgatan 29 F, ÖG",Södermalm,Stockholms kommun,2020-09-03,5295000,5295000,Lägenhet,Bostadsrätt,2 ,57 ,,,,1900,2459,
Folkungagatan 69,Katarina,Stockholms kommun,2020-09-02,4770000,4450000,Lägenhet,Bostadsrätt,2 ,"55,5 ",True,1 av 6,True,1971,1694,
Katarina Bangata 61,Södermalm Sofia,Stockholms kommun,2020-09-02,3300000,2995000,Lägenhet,Bostadsrätt,2 ,33 ,False,4 av 6,True,1933,1946,4200
"Råggatan 8, 1,5 tr",Södermalm-Katarina,Stockholms kommun,2020-09-02,3950000,3495000,Lägenhet,Bostadsrätt,2 ,42 ,True,2 av 3,False,1937,2446,4800
Hornsgatan 156,Södermalm - Högalid,Stockholms kommun,2020-09-02,6325000,5250000,Lägenhet,Bostadsrätt,2 ,60 ,True,4 av 5,True,1902,3090,6962
"Folkungagatan 93, 2 tr",Södermalm,Stockholms kommun,2020-09-02,5125000,4750000,Lägenhet,Bostadsrätt,2 ,55 ,False,2 av 5,True,1898,1389,6908
Bondegatan 7,Södermalm,Stockholms kommun,2020-09-02,4300000,3995000,Lägenhet,Bostadsrätt,2 ,50 ,False,1 av 5,True,1932,2637,3480
Lundagatan 38B,Södermalm,Stockholms kommun,2020-09-02,3850000,3250000,Lägenhet,Bostadsrätt,2 ,41 ,True,2 av 5,True,1930,2094,7611
"Södermannagatan 58, mot gård",Södermalm - Nytorget,Stockholms kommun,2020-09-02,3650000,2995000,Lägenhet,Bostadsrätt,2 ,34 ,True,1 av 5,True,1929,1607,5244
Bondegatan 8,Katarina,Stockholms kommun,2020-09-01,6100000,5650000,Lägenhet,Bostadsrätt,2 ,63 ,True,2,True,1905,3379,5540
"Sankt Paulsgatan 36, 1,5 tr",Södermalm - Mariatorget,Stockholms kommun,2020-09-01,4600000,3975000,Lägenhet,Bostadsrätt,2 ,45 ,False,,,1880,2151,8759
"Katarina Bangata 49, 2 tr",Södermalm Katarina,Stockholms kommun,2020-09-01,5550000,4950000,Lägenhet,Bostadsrätt,2 ,59 ,True,,,1929,3085,
Liljeholmsbron 8,Södermalm Högalid,Stockholms kommun,2020-09-01,4090000,3495000,Lägenhet,Bostadsrätt,2 ,46 ,True,,,1938,2412,
Renstiernas gata 13,Södermalm,Stockholms kommun,2020-09-01,7105000,6495000,Lägenhet,Bostadsrätt,2 ,62 ,True,,,1883,2304,6600
Katarina Bangata 57,Södermalm Sofia,Stockholms kommun,2020-08-31,3700000,2995000,Lägenhet,Bostadsrätt,2 ,39 ,False,,,1935,2151,
Björngårdsgatan 7,Södermalm,Stockholms kommun,2020-08-31,4810000,4650000,Lägenhet,Bostadsrätt,2 ,48 ,False,,,1913,2088,9180
Högalidsgatan 25,Södermalm,Stockholms kommun,2020-08-31,4000000,4000000,Lägenhet,Bostadsrätt,2 ,46 ,False,,,1930,2514,7836
"Åsögatan 167A,  3 tr",Södermalm - Sofia,Stockholms kommun,2020-08-31,5850000,4875000,Lägenhet,Bostadsrätt,2 ,55 ,True,,,,2810,4800
"Ringvägen 87 B, 3tr",Katarina,Stockholms kommun,2020-08-28,4300000,3795000,Lägenhet,Bostadsrätt,2 ,49 ,,3,True,1934,2504,5100
Bergsundsgatan 13,Södermalm Högalid,Stockholms kommun,2020-08-28,3850000,2990000,Lägenhet,Bostadsrätt,2 ,35 ,True,,,1930,1862,6360
Blekingegatan 36,Katarina,Stockholms kommun,2020-08-28,3325000,2995000,Lägenhet,Bostadsrätt,2 ,42 ,,,,1931,2146,682
Anders Reimers väg 15,Södermalm - Reimersholme,Stockholms kommun,2020-08-28,4200000,4200000,Lägenhet,Bostadsrätt,2 ,50 ,,,,1942,3339,
"Brännkyrkagatan 93, 6 tr",Södermalm,Stockholms kommun,2020-08-28,6400000,5495000,Lägenhet,Bostadsrätt,2 ,58 ,True,,,1910,1930,9816
"Blekingegatan 36, 1tr",Södermalm,Stockholms kommun,2020-08-28,4000000,4000000,Lägenhet,Bostadsrätt,2 ,52 ,False,,,1931,2642,5760
Brännkyrkagatan 88,Södermalm,Stockholms kommun,2020-08-28,4700000,4195000,Lägenhet,Bostadsrätt,2 ,55 ,True,,,1929,3046,5520
"Ringvägen 153, 3tr",Södermalm - Nytorget,Stockholms kommun,2020-08-28,4010000,3695000,Lägenhet,Bostadsrätt,2 ,49 ,False,,,1929,2578,4200
"Krukmakargatan 49, 4tr",Södermalm-Maria,Stockholms kommun,2020-08-28,4800000,4750000,Lägenhet,Bostadsrätt,2 ,63 ,True,,,1988,2736,4200
"Östgötagatan 48 A, 3tr",Södermalm - SOFO,Stockholms kommun,2020-08-27,5750000,5450000,Lägenhet,Bostadsrätt,2 ,66 ,True,,,2011,2486,2880
"Folkungagatan 67, 4 tr",Södermalm,Stockholms kommun,2020-08-27,4100000,3695000,Lägenhet,Bostadsrätt,2 ,47 ,True,,,1934,1610,4450
"Långholmsgatan 16, 5 tr",Södermalm Högalid,Stockholms kommun,2020-08-27,4155000,3895000,Lägenhet,Andel i bostadsförening,2 ,47 ,False,,,1913,2037,8400
Högbergsgatan 76B,Södermalm - Mariaberget,Stockholms kommun,2020-08-27,4925000,4475000,Lägenhet,Bostadsrätt,2 ,52 ,True,,,1986,2061,5540
Ringvägen 54,Katarina,Stockholms kommun,2020-08-26,3910000,3990000,Lägenhet,Bostadsrätt,2 ,51 ,,,,1949,2309,7008
Svartensgatan 5A,Mosebacke,Stockholms kommun,2020-08-26,8600000,6950000,Lägenhet,Bostadsrätt,2 ,73 ,True,,,1880,3750,12600
"Heleneborgsgatan 40, 5 tr",Södermalm Högalid,Stockholms kommun,2020-08-26,4040000,3495000,Lägenhet,Bostadsrätt,2 ,40 ,True,,,1928,2403,
Ringvägen 127A,Södermalm,Stockholms kommun,2020-08-26,3490000,3150000,Lägenhet,Bostadsrätt,2 ,35 ,,,,1929,1314,
Lundagatan 50,Södermalm - Högalid,Stockholms kommun,2020-08-25,4250000,3375000,Lägenhet,Bostadsrätt,2 ,39 ,True,,,1932,1919,4140
Bergsundsgatan 7,Södermalm,Stockholms kommun,2020-08-25,3265000,2795000,Lägenhet,Bostadsrätt,2 ,32 ,False,,,1932,2330,7534
"Högalidsgatan 50B, nb över gård",Södermalm - Högalid,Stockholms kommun,2020-08-25,3420000,2995000,Lägenhet,Andel i bostadsförening,2 ,38 ,False,,,1925,1708,4200
"Bondegatan 50, 4 tr",Södermalm - Nytorget,Stockholms kommun,2020-08-25,4450000,3495000,Lägenhet,Bostadsrätt,2 ,41 ,True,,,1929,1699,7164
Götgatan 97,Katarina,Stockholms kommun,2020-08-22,4250000,3630000,Lägenhet,Bostadsrätt,2 ,41 ,False,,,1910,135,4860
"Bondegatan 18, 3 tr",Södermalm,Stockholms kommun,2020-08-21,5200000,4495000,Lägenhet,Bostadsrätt,2 ,60 ,True,3,True,1943,3385,7672
Skinnarviksringen 20,Hornstull - Högalid,Stockholms kommun,2020-08-21,4250000,3850000,Lägenhet,Bostadsrätt,2 ,50 ,False,,,1936,3460,6533
Heleneborgsgatan 52,Södermalm - Hornstull,Stockholms kommun,2020-08-21,3400000,3200000,Lägenhet,Bostadsrätt,2 ,"40,8 ",False,,,1928,1891,4800
"Lindvallsplan 10, 2 tr",Södermalm / Hornstull,Stockholms kommun,2020-08-21,3750000,3495000,Lägenhet,Bostadsrätt,2 ,45 ,False,,,1931,2297,6888
Kattgränd 8,Maria,Stockholms kommun,2020-08-20,4525000,3995000,Lägenhet,Bostadsrätt,2 ,47 ,,,,1945,1965,7376
Nytorgsgatan 15A,Katarina/Sofia,Stockholms kommun,2020-08-20,5050000,4595000,Lägenhet,Bostadsrätt,2 ,56 ,True,,,1938,3280,
"Tjärhovsgatan 10, 3 tr",Södermalm Katarina,Stockholms kommun,2020-08-20,4900000,4995000,Lägenhet,Bostadsrätt,2 ,56 ,True,,,1929,2333,4320
"Nätgränd 3, 3 tr",Södermalm,Stockholms kommun,2020-08-20,3950000,3595000,Lägenhet,Bostadsrätt,2 ,49 ,True,,,1994,2980,4210
Zinkens väg 69,Södermalm,Stockholms kommun,2020-08-20,4000000,3475000,Lägenhet,Bostadsrätt,2 ,45 ,False,,,1988,2030,5736
"Maria Prästgårdsgata 19, 5 tr",Södermalm,Stockholms kommun,2020-08-20,5150000,4975000,Lägenhet,Bostadsrätt,2 ,53 ,True,,,1885,3871,
"Folkungagatan 63, 5,5 tr",Katarina,Stockholms kommun,2020-08-20,5120000,4495000,Lägenhet,Bostadsrätt,2 ,49 ,True,5,True,1912,2714,5450
Tavastgatan 16,Södermalm,Stockholms kommun,2020-08-20,3420000,3195000,Lägenhet,Bostadsrätt,2 ,"35,5 ",,,,,1936,6000
"Bengt Ekehjelmsgatan 9,3tr",Södermalm,Stockholms kommun,2020-08-20,7000000,6995000,Lägenhet,Bostadsrätt,2 ,71 ,True,,,,4156,6000
Högalidsgatan 11,Södermalm - Hornstull,Stockholms kommun,2020-08-20,5250000,4895000,Lägenhet,Bostadsrätt,2 ,59 ,True,,,1910,2801,6400
"Maria Prästgårdsgata 8,  2tr",Södermalm - Maria,Stockholms kommun,2020-08-20,3795000,3795000,Lägenhet,Bostadsrätt,2 ,38 ,,,,,2286,4800
Wollmar Yxkullsgatan 48 C,Högalid,Stockholms kommun,2020-08-19,3270000,2950000,Lägenhet,Bostadsrätt,2 ,34 ,,1,False,1927,2225,4100
"Ringvägen 39A, 7 tr ö.g.",Södermalm Högalid,Stockholms kommun,2020-08-19,4460000,3850000,Lägenhet,Bostadsrätt,2 ,52 ,True,,,1988,2680,4800
"Högbergsgatan 22, 3 tr",Katarina,Stockholms kommun,2020-08-19,3700000,3295000,Lägenhet,Bostadsrätt,2 ,40 ,,3 av 5,True,1930,2478,8184
"Östgötagatan 34, 4 tr",Södermalm - Sofo,Stockholms kommun,2020-08-19,5000000,4450000,Lägenhet,Bostadsrätt,2 ,56 ,False,,,1907,3738,5160
Ljusterögatan 3,Södermalm Sofia,Stockholms kommun,2020-08-19,5982000,5395000,Lägenhet,Bostadsrätt,2 ,69 ,False,,,1932,4103,
"Brännkyrkagatan 55, 2 tr",Mariaberget-Södermalm,Stockholms kommun,2020-08-19,4360000,3750000,Lägenhet,Bostadsrätt,2 ,48 ,True,,,1985,2873,3600
Rosenlundsgatan 14,Södermalm - Mariatorget,Stockholms kommun,2020-08-19,4625000,4375000,Lägenhet,Bostadsrätt,2 ,59 ,True,,,1964,3141,4900
Timotejgatan 3,Södermalm,Stockholms kommun,2020-08-19,3450000,3095000,Lägenhet,Bostadsrätt,2 ,38 ,,,,,2300,4200
Åsögatan 104,Katarina,Stockholms kommun,2020-08-18,5300000,4975000,Lägenhet,Bostadsrätt,2 ,70 ,True,2 av 5,True,1999,3609,
"Grindsgatan 29, 1 tr",Södermalm Katarina,Stockholms kommun,2020-08-18,3450000,2975000,Lägenhet,Bostadsrätt,2 ,38 ,False,,,1929,1888,3900
"Lundagatan 44B, 2 tr",Södermalm,Stockholms kommun,2020-08-18,4000000,3750000,Lägenhet,Bostadsrätt,2 ,"47,5 ",False,,,1930,2363,6996
Heleneborgsgatan 54,Södermalm,Stockholms kommun,2020-08-18,3750000,3250000,Lägenhet,Bostadsrätt,2 ,"39,3 ",True,,,1928,1886,4140
Tegelviksgatan 37,Södermalm,Stockholms kommun,2020-08-18,4950000,4395000,Lägenhet,Bostadsrätt,2 ,"63,7 ",True,,,,4386,4260
"Brännkyrkagatan 92, 3 tr",Södermalm,Stockholms kommun,2020-08-18,3250000,2595000,Lägenhet,Bostadsrätt,2 ,34 ,False,,,1935,2633,3900
"Bondegatan 1D, 3 tr",Södermalm Katarina,Stockholms kommun,2020-08-18,6400000,5500000,Lägenhet,Bostadsrätt,2 ,58 ,True,,,1885,3213,
Klippgatan 14D,Södermalm - Sofo,Stockholms kommun,2020-08-18,3920000,3595000,Lägenhet,Bostadsrätt,2 ,47 ,False,,,1929,2695,6122
"Bengt Ekehjelmsgatan 13, 3 tr",Södermalm,Stockholms kommun,2020-08-18,5400000,5250000,Lägenhet,Andel i bostadsförening,2 ,61 ,,,,1906,2961,4500
Lorensbergsgatan 1A,Södermalm,Stockholms kommun,2020-08-18,6300000,5490000,Lägenhet,Bostadsrätt,2 ,69 ,,,,1929,3204,7400
Högalidsgatan 46B,Södermalm,Stockholms kommun,2020-08-18,6500000,5900000,Lägenhet,Bostadsrätt,2 ,65 ,,,,1913,3247,4200
Bjurholmsplan 19,Södermalm- SoFo,Stockholms kommun,2020-08-17,3800000,3195000,Lägenhet,Bostadsrätt,2 ,41 ,,,,1930,2511,6000
"Närkesgatan 2, 4 tr",Södermalm - Nytorget,Stockholms kommun,2020-08-17,6500000,5995000,Lägenhet,Bostadsrätt,2 ,68 ,True,,,,2722,8200
"Slipgatan 5, 2tr",Hornstull,Stockholms kommun,2020-08-14,3850000,3395000,Lägenhet,Bostadsrätt,2 ,42 ,True,2 av 6,True,1939,2153,4940
"Lindvallsplan 4, 1 tr",Södermalm Hornstull,Stockholms kommun,2020-08-14,3750000,3295000,Lägenhet,Bostadsrätt,2 ,41 ,True,,,1937,2322,
"Skånegatan 55 A, 1,5 tr gårdshus",Södermalm - SOFO,Stockholms kommun,2020-08-14,5200000,4395000,Lägenhet,Bostadsrätt,2 ,50 ,True,,,1904,2969,5040
"Anders Reimers väg 11, 5 tr",Södermalm Reimersholme,Stockholms kommun,2020-08-14,4900000,4195000,Lägenhet,Bostadsrätt,2 ,54 ,False,,,1943,3464,7428
"Lundagatan 48A, vån 1",Södermalm - Högalid,Stockholms kommun,2020-08-14,4530000,4530000,Lägenhet,Bostadsrätt,2 ,53 ,,,,,2637,4200
"Bondegatan 5 A, 3 tr",Södermalm - SOFO,Stockholms kommun,2020-08-14,5520000,4695000,Lägenhet,Bostadsrätt,2 ,53 ,True,,,1909,3603,4200
"Sockerbruksgränd 16, 6 tr",Högalid,Stockholms kommun,2020-08-13,5875000,5150000,Lägenhet,Bostadsrätt,2 ,60 ,,6 av 8,True,1964,2597,6245
Bergsundsgatan 12,Södermalm,Stockholms kommun,2020-08-13,5400000,4495000,Lägenhet,Bostadsrätt,2 ,"55,3 ",True,,,1938,3397,7140
Folkungagatan 71,Södermalm Katarina,Stockholms kommun,2020-08-13,4805000,4250000,Lägenhet,Bostadsrätt,2 ,56 ,True,,,1971,1694,
Bondegatan 63,Katarina/Sofia,Stockholms kommun,2020-08-13,3250000,2850000,Lägenhet,Bostadsrätt,2 ,34 ,False,,,1932,1890,
Lundagatan 44B,Södermalm,Stockholms kommun,2020-08-13,3665000,3495000,Lägenhet,Bostadsrätt,2 ,"47,5 ",False,,,1930,2362,10500
"Högalidsgatan 48B, 3 tr",Södermalm Högalid,Stockholms kommun,2020-08-13,5700000,4950000,Lägenhet,Bostadsrätt,2 ,59 ,True,,,1912,2756,
"Bergsunds Strand 42, 5tr",Södermalm /Högalid,Stockholms kommun,2020-08-13,3700000,3250000,Lägenhet,Bostadsrätt,2 ,38 ,True,5 av 5,True,1965,1245,5400
Slipgatan 14,Södermalm - Hornstull,Stockholms kommun,2020-08-12,4630000,3950000,Lägenhet,Bostadsrätt,2 ,44 ,True,,,1938,2458,7991
Folkungagatan 102A,Södermalm - Sofo,Stockholms kommun,2020-08-12,4500000,3975000,Lägenhet,Bostadsrätt,2 ,46 ,False,,,1884,1879,
"Flintbacken 10, 11 tr",Södermalm - Högalid,Stockholms kommun,2020-08-12,2935000,2575000,Lägenhet,Bostadsrätt,2 ,30 ,False,,,1963,1356,7000
"Bondegatan 24, 2 tr",Södermalm - Sofo,Stockholms kommun,2020-08-12,4210000,3650000,Lägenhet,Bostadsrätt,2 ,42 ,,,,,2059,5400
Vickergatan 5,Södermalm,Stockholms kommun,2020-08-12,3500000,2900000,Lägenhet,Bostadsrätt,2 ,41 ,,,,1930,2586,3300
"Bergsunds strand 42, 3 tr",Södermalm,Stockholms kommun,2020-08-11,3600000,2995000,Lägenhet,Bostadsrätt,2 ,38 ,True,,,1965,1245,5148
"Marmorgatan 11, 11 tr",Södermalm,Stockholms kommun,2020-08-10,3350000,2895000,Lägenhet,Bostadsrätt,2 ,38 ,True,,,1952,3008,6000
Ringvägen 70,Södermalm Sofia,Stockholms kommun,2020-08-09,3800000,3495000,Lägenhet,Bostadsrätt,2 ,"43,5 ",True,,,2002,3046,
Katarina Bangata 61,Södermalm,Stockholms kommun,2020-08-09,4300000,3675000,Lägenhet,Bostadsrätt,2 ,39 ,True,,,1934,2251,4000
Ringvägen 157,Södermalm - Katarina,Stockholms kommun,2020-08-08,4850000,4999999,Lägenhet,Bostadsrätt,2 ,68 ,False,,,1927,3677,5300
"Åsögatan 157, 3tr",Södermalm - Sofo,Stockholms kommun,2020-08-07,4470000,4500000,Lägenhet,Bostadsrätt,2 ,51 ,False,,,1882,1979,10037
Allhelgonagatan 7,Södermalm Katarina,Stockholms kommun,2020-08-07,4100000,3750000,Lägenhet,Bostadsrätt,2 ,50 ,False,,,1936,2052,
"Siargatan 9, 3 tr",Södermalm-Katarina,Stockholms kommun,2020-08-07,4600000,4195000,Lägenhet,Bostadsrätt,2 ,69 ,True,,,1965,3558,8040
"Högbergsgatan 46, 5 tr",Södermalm Maria Magdalena,Stockholms kommun,2020-08-07,4500000,3990000,Lägenhet,Bostadsrätt,2 ,45 ,True,,,1977,1661,4000
"Bergsundsgatan 14, 1 tr",Södermalm - Hornstull,Stockholms kommun,2020-08-07,3100000,2995000,Lägenhet,Bostadsrätt,2 ,44 ,,,,,3162,
"Skånegatan 57, 1tr",Södermalm,Stockholms kommun,2020-08-07,3510000,3195000,Lägenhet,Bostadsrätt,2 ,33 ,,,,,1522,3600
"Bergsunds Strand 42, 4tr",Södermalm,Stockholms kommun,2020-08-06,5012000,4350000,Lägenhet,Bostadsrätt,2 ,56 ,True,,,1965,1834,7236
Nytorget 8,Södermalm Nytorget,Stockholms kommun,2020-08-06,4100000,3890000,Lägenhet,Andelsboende,2 ,42 ,False,,,1911,2488,3105
"Blekingegatan 12, 2tr",Södermalm,Stockholms kommun,2020-08-05,3325000,2995000,Lägenhet,Bostadsrätt,2 ,35 ,,,,1913,2169,2280
Bellmansgatan 32,Södermalm,Stockholms kommun,2020-08-05,5700000,4900000,Lägenhet,Bostadsrätt,2 ,55 ,False,,,1884,3245,9540
Pokalvägen 5,Reimersholme,Stockholms kommun,2020-08-04,3750000,,Lägenhet,Bostadsrätt,2 ,40 ,True,,,1944,2416,4800
"Maria prästgårdsgata 14, Gårdshus 1tr",Södermalm,Stockholms kommun,2020-08-04,6000000,5595000,Lägenhet,Bostadsrätt,2 ,64 ,True,,,1906,2773,5460
Tavastgatan 43,Södermalm/Mariaberget,Stockholms kommun,2020-08-02,4500000,4195000,Lägenhet,Bostadsrätt,2 ,48 ,False,,,1889,2354,6000
Högalidsgatan 42A,Hornstull,Stockholms kommun,2020-07-31,4675000,4395000,Lägenhet,Bostadsrätt,2 ,58 ,,1 av 5,True,1912,2984,7200
Bellmansgatan 32,Södermalm Maria,Stockholms kommun,2020-07-28,4260000,,Lägenhet,Bostadsrätt,2 ,44 ,False,,,,2596,
Dalslandsgatan 2/Götgatan 114,Södermalm - Skanstull,Stockholms kommun,2020-07-28,4500000,4550000,Lägenhet,Bostadsrätt,2 ,65 ,True,,,1982,2795,6200
"Västgötagränd 5, 3tr",Södermalm,Stockholms kommun,2020-07-28,4530000,3895000,Lägenhet,Bostadsrätt,2 ,68 ,True,,,1990,4197,7200
Malmgårdsvägen 12,Södermalm - Sofia,Stockholms kommun,2020-07-28,3970000,3495000,Lägenhet,Bostadsrätt,2 ,41 ,True,,,1932,2476,
Folkskolegatan 12,Södermalm Högalid,Stockholms kommun,2020-07-27,4150000,3895000,Lägenhet,Bostadsrätt,2 ,48 ,True,,,1929,3701,
Pokalvägen 4,Reimersholme,Stockholms kommun,2020-07-26,3750000,3295000,Lägenhet,Bostadsrätt,2 ,40 ,True,,,1944,2445,4800
Heleneborgsgatan 8C,Södermalm - Högalid,Stockholms kommun,2020-07-26,6030000,5250000,Lägenhet,Bostadsrätt,2 ,60 ,False,,,1924,3439,9120
